0,6,12,18,24,30,36,42,48,54,60
20742.0,20745.0,20748.0,20751.0,20754.0,20757.0,20760.0,20763.0,20766.0,20770.0,20772.0
20742.0,20745.0,20748.0,20751.0,20754.0,20757.0,20760.0,20764.0,20767.0,20769.0,20772.0
20742.0,20745.0,20748.0,20751.0,20755.0,20757.0,20760.0,20763.0,20766.0,20769.0,20772.0
20742.0,20745.0,20748.0,20751.0,20754.0,20757.0,20760.0,20764.0,20767.0,20769.0,20772.0
20742.0,20745.0,20748.0,20751.0,20754.0,20757.0,20760.0,20764.0,20766.0,20769.0,20772.0
