6,12,18,24,30,36,42,48,54,60
3984.0,1987.0,13311.0,9935.0,7974.0,6678.0,5735.0,5018.0,4462.0,4011.0
3985.0,1999.0,13306.0,9936.0,7999.0,6689.0,5723.0,5036.0,4452.0,4025.0
3970.0,1992.0,13272.0,9955.0,7968.0,6652.0,5580.0,5040.0,4484.0,4018.0
3967.0,1999.0,13324.0,10027.0,7982.0,6670.0,5726.0,4997.0,4465.0,4033.0
3996.0,1994.0,13226.0,9931.0,7972.0,6640.0,5732.0,5011.0,4469.0,4011.0
