x-axis,1
second,Volt
+556.80000E-03,-43.16583E-03
+556.82500E-03,-35.87940E-03
+556.85000E-03,-35.87940E-03
+556.87500E-03,-46.68342E-03
+556.90000E-03,-35.87940E-03
+556.92500E-03,-39.64825E-03
+556.95000E-03,-43.66835E-03
+556.97500E-03,-39.64825E-03
+557.00000E-03,-46.93468E-03
+557.02500E-03,-43.16583E-03
+557.05000E-03,-42.91458E-03
+557.07500E-03,-39.89950E-03
+557.10000E-03,-36.38191E-03
+557.12500E-03,-36.13066E-03
+557.15000E-03,-39.14573E-03
+557.17500E-03,-39.89950E-03
+557.20000E-03,-43.16583E-03
+557.22500E-03,-39.64825E-03
+557.25000E-03,-39.64825E-03
+557.27500E-03,-39.14573E-03
+557.30000E-03,-39.14573E-03
+557.32500E-03,-39.89950E-03
+557.35000E-03,-43.16583E-03
+557.37500E-03,-43.66835E-03
+557.40000E-03,-43.66835E-03
+557.42500E-03,-36.13066E-03
+557.45000E-03,-39.89950E-03
+557.47500E-03,-43.16583E-03
+557.50000E-03,-39.64825E-03
+557.52500E-03,-39.89950E-03
+557.55000E-03,-39.64825E-03
+557.57500E-03,-47.18593E-03
+557.60000E-03,-42.91458E-03
+557.62500E-03,-39.64825E-03
+557.65000E-03,-39.14573E-03
+557.67500E-03,-43.16583E-03
+557.70000E-03,-39.89950E-03
+557.72500E-03,-35.87940E-03
+557.75000E-03,-39.64825E-03
+557.77500E-03,-39.64825E-03
+557.80000E-03,-39.64825E-03
+557.82500E-03,-39.89950E-03
+557.85000E-03,-39.64825E-03
+557.87500E-03,-43.16583E-03
+557.90000E-03,-39.14573E-03
+557.92500E-03,-39.64825E-03
+557.95000E-03,-43.16583E-03
+557.97500E-03,-43.16583E-03
+558.00000E-03,-42.91458E-03
+558.02500E-03,-43.16583E-03
+558.05000E-03,-43.16583E-03
+558.07500E-03,-35.87940E-03
+558.10000E-03,-39.64825E-03
+558.12500E-03,-43.66835E-03
+558.15000E-03,-35.62815E-03
+558.17500E-03,-39.14573E-03
+558.20000E-03,-35.87940E-03
+558.22500E-03,-39.64825E-03
+558.25000E-03,-35.87940E-03
+558.27500E-03,-39.89950E-03
+558.30000E-03,-39.14573E-03
+558.32500E-03,-39.64825E-03
+558.35000E-03,-39.64825E-03
+558.37500E-03,-35.87940E-03
+558.40000E-03,-35.87940E-03
+558.42500E-03,-43.66835E-03
+558.45000E-03,-42.91458E-03
+558.47500E-03,-39.64825E-03
+558.50000E-03,-39.64825E-03
+558.52500E-03,-43.66835E-03
+558.55000E-03,-36.38191E-03
+558.57500E-03,-39.14573E-03
+558.60000E-03,-43.16583E-03
+558.62500E-03,-39.89950E-03
+558.65000E-03,-39.14573E-03
+558.67500E-03,-42.91458E-03
+558.70000E-03,-36.13066E-03
+558.72500E-03,-43.66835E-03
+558.75000E-03,-35.62815E-03
+558.77500E-03,-39.14573E-03
+558.80000E-03,-43.16583E-03
+558.82500E-03,-35.87940E-03
+558.85000E-03,-36.13066E-03
+558.87500E-03,-39.89950E-03
+558.90000E-03,-43.16583E-03
+558.92500E-03,-35.87940E-03
+558.95000E-03,-39.64825E-03
+558.97500E-03,-39.64825E-03
+559.00000E-03,-43.66835E-03
+559.02500E-03,-39.64825E-03
+559.05000E-03,-39.89950E-03
+559.07500E-03,-39.89950E-03
+559.10000E-03,-39.64825E-03
+559.12500E-03,-39.64825E-03
+559.15000E-03,-39.64825E-03
+559.17500E-03,-42.91458E-03
+559.20000E-03,-46.93468E-03
+559.22500E-03,-40.15076E-03
+559.25000E-03,-39.14573E-03
+559.27500E-03,-36.13066E-03
+559.30000E-03,-43.66835E-03
+559.32500E-03,-42.91458E-03
+559.35000E-03,-39.89950E-03
+559.37500E-03,-35.87940E-03
+559.40000E-03,-39.64825E-03
+559.42500E-03,-46.93468E-03
+559.45000E-03,-39.89950E-03
+559.47500E-03,-43.16583E-03
+559.50000E-03,-39.64825E-03
+559.52500E-03,-43.16583E-03
+559.55000E-03,-42.91458E-03
+559.57500E-03,-43.66835E-03
+559.60000E-03,-35.62815E-03
+559.62500E-03,-43.16583E-03
+559.65000E-03,-43.16583E-03
+559.67500E-03,-39.64825E-03
+559.70000E-03,-39.14573E-03
+559.72500E-03,-39.64825E-03
+559.75000E-03,-39.64825E-03
+559.77500E-03,-43.16583E-03
+559.80000E-03,-39.64825E-03
+559.82500E-03,-40.15076E-03
+559.85000E-03,-36.13066E-03
+559.87500E-03,-43.66835E-03
+559.90000E-03,-46.93468E-03
+559.92500E-03,-39.89950E-03
+559.95000E-03,-39.64825E-03
+559.97500E-03,-39.64825E-03
+560.00000E-03,-39.89950E-03
+560.02500E-03,-39.14573E-03
+560.05000E-03,-39.89950E-03
+560.07500E-03,-39.14573E-03
+560.10000E-03,-36.13066E-03
+560.12500E-03,-46.43217E-03
+560.15000E-03,-43.16583E-03
+560.17500E-03,-43.16583E-03
+560.20000E-03,-42.91458E-03
+560.22500E-03,-39.64825E-03
+560.25000E-03,-39.64825E-03
+560.27500E-03,-35.87940E-03
+560.30000E-03,-36.13066E-03
+560.32500E-03,-39.64825E-03
+560.35000E-03,-39.14573E-03
+560.37500E-03,-36.13066E-03
+560.40000E-03,-35.87940E-03
+560.42500E-03,-39.14573E-03
+560.45000E-03,-39.64825E-03
+560.47500E-03,-39.64825E-03
+560.50000E-03,-39.64825E-03
+560.52500E-03,-39.64825E-03
+560.55000E-03,-39.64825E-03
+560.57500E-03,-39.89950E-03
+560.60000E-03,-38.89448E-03
+560.62500E-03,-39.64825E-03
+560.65000E-03,-39.89950E-03
+560.67500E-03,-43.66835E-03
+560.70000E-03,-36.13066E-03
+560.72500E-03,-36.13066E-03
+560.75000E-03,-43.16583E-03
+560.77500E-03,-42.91458E-03
+560.80000E-03,-39.64825E-03
+560.82500E-03,-39.89950E-03
+560.85000E-03,-43.66835E-03
+560.87500E-03,-39.64825E-03
+560.90000E-03,-39.64825E-03
+560.92500E-03,-39.14573E-03
+560.95000E-03,-43.91960E-03
+560.97500E-03,-39.64825E-03
+561.00000E-03,-39.89950E-03
+561.02500E-03,-39.89950E-03
+561.05000E-03,-39.64825E-03
+561.07500E-03,-43.66835E-03
+561.10000E-03,-39.64825E-03
+561.12500E-03,-43.16583E-03
+561.15000E-03,-43.16583E-03
+561.17500E-03,-39.64825E-03
+561.20000E-03,-39.89950E-03
+561.22500E-03,-43.16583E-03
+561.25000E-03,-39.89950E-03
+561.27500E-03,-36.13066E-03
